Identity,Link,Location,Area,Beds,Baths,Price,Accessible by Road,Balloted,Boundary Lines,Boundary Wall,Corner,Disputed,Electricity,File,Land Fertility,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Nearby Water Resources,Park Facing,Perimeter Fencing,Possesion,Security Staff,Sewerage,Sui Gas,Tube Wells,Water Supply,Distance From Airport (kms)
Residential Plot 47312752,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_homes_-_iqbal_villas_prime_location_152_square_yards_house_up_for_sale_in_bahria_town_karachi_precinct_02_iqbal_villa-47312752-9031-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 2 Residential Plots > Bahria Homes - Iqbal Villas Residential Plots,152.0,0.0,0.0,17500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47195512,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_precinct_12_ali_block_125_square_yards_available_plot_for_sale-47195512-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4500000.0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0
Residential Plot 47137142,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_prime_location_250_square_yards_residential_plot_in_bahria_town_-_precinct_6_for_sale_at_good_location-47137142-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,56789.01234,0.0,0.0,6100000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47137164,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_9_prime_location_bahria_town_-_precinct_9_residential_plot_for_sale_sized_500_square_yards-47137164-10017-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 9 Residential Plots,56789.01234,0.0,0.0,12300000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46938336,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_40_precinct_40_plot_250_sq_yds_for_sale_in_bahria_town_karachi-46938336-11874-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 40 Residential Plots,250.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46767974,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_125_yards_residential_plot_for_sale_in_ali_block_bahria_town_precinct_12-46767974-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47167523,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-b_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47167523-10697-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-B Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47164451,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_7_272sq_yd_plot_in_precicnt-8_for_sale_most_developing_precicnt_of_btk_near_bahria_heights_and_grand_mosque-47164451-10015-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 7 Residential Plots,250.0,0.0,0.0,7200000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1.0
Residential Plot 47157845,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_a_stunning_prime_location_residential_plot_is_up_for_grabs_in_bahria_town_-_precinct_34_karachi-47157845-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,56789.01234,0.0,0.0,4500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47149549,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_25-a_prime_location_125_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_25-a_karachi-47149549-11732-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 25-A Residential Plots,125.0,0.0,0.0,2600000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0
Residential Plot 47187950,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_15_prominently-located_residential_plot_available_in_bahria_town_-_precinct_15_for_sale-47187950-10025-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots,125.0,0.0,0.0,5000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46707565,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_25_1125_square_feet_residential_plot_available_for_sale_in_bahria_town_-_precinct_25-46707565-10038-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 25 Residential Plots,125.0,0.0,0.0,2400000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1.0
Residential Plot 47137158,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_50_a_spacious_prime_location_500_square_meters_residential_plot_in_bahria_paradise_-_precinct_50-47137158-12069-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 50 Residential Plots,56789.01234,0.0,0.0,6800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46283680,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_precinct_15a_125_square_yards_available_villa_for_sale-46283680-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3200000.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0
Residential Plot 46895274,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_20_buy_a_prime_location_residential_plot_of_500_square_yards_in_bahria_town_-_precinct_20-46895274-10032-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 20 Residential Plots,56789.01234,0.0,0.0,10000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47151960,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_31_prime_location_125_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_31_karachi-47151960-10045-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 31 Residential Plots,125.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47157817,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_50_residential_plot_500_square_yards_for_sale_in_bahria_paradise_-_precinct_50-47157817-12069-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 50 Residential Plots,56789.01234,0.0,0.0,8500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Commercial Plot 47235969,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_125_square_yards_commercial_plot_up_for_sale_in_bahria_town_karachi_precinct_16-47235969-10027-2.html,Karachi Commercial Plots > Bahria Town Karachi Commercial Plots > Bahria Town - Precinct 16 Commercial Plots,125.0,0.0,0.0,24500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47295005,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_15_prime_location_125_square_yards_residential_plot_in_bahria_town_-_precinct_15_best_option-47295005-10025-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots,125.0,0.0,0.0,4800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47187949,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_14_125_square_yards_residential_plot_for_sale_available_in_bahria_town_karachi-47187949-10024-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 14 Residential Plots,125.0,0.0,0.0,5000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47146670,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47146670-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46998855,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_street_71_level_plot_with_allotment_ready_to_construct-46998855-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4900000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47312813,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_12_125_sq_yard_plot_available_for_sale_in_precinct_12_bahria_town_karachi-47312813-10022-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots,125.0,0.0,0.0,4000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47182458,https://www.zameen.com/Property/bahria_town_karachi_bahria_greens_bahria_greens_plot_for_sale_in_bahria_town_karachi-47182458-19066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Greens Residential Plots,75.0,0.0,0.0,1250000.0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1.0
Residential Plot 47149866,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_bahria_town_karachi_precinct_33_500_square_yards_residential_plots_available_for_sale_near_to_stadium_and_jinnah_avenue-47149866-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,4200000.0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47242322,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_38_a_prime_location_residential_plot_of_1000_square_yards_in_rs_12_500_000-47242322-11879-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 38 Residential Plots,1000.0,0.0,0.0,12500000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46246463,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_125_yards_residential_plot_for_sale_in_ali_block_bahria_town_precinct_12-46246463-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,5500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47302459,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_125_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_15-a_west_open-47302459-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3800000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47310398,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27-a_500_sq_yard_plot_available_for_sale_in_precinct_27-a_bahria_town_karachi-47310398-10041-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27-A Residential Plots,500.0,0.0,0.0,6000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47093008,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_precinct_34_250_sqyrd_residential_plot_for_sale_in_minimum_price_in_bahria_town_karachi-47093008-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,4600000.0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47129248,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_272sq_yd_plot_in_precicnt-6_for_sale_most_developing_precicnt_of_btk_near_bahria_heights-47129248-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,250.0,0.0,0.0,8000000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1.0
Residential Plot 47164434,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_272sq_yd_plot_in_precicnt-6_for_sale_most_developing_precicnt_of_btk_near_bahria_heights-47164434-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,250.0,0.0,0.0,6600000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1.0
Residential Plot 47279037,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_29_a_residential_plot_of_500_square_yards_in_rs_5200000-47279037-10043-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 29 Residential Plots,500.0,0.0,0.0,5200000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47145368,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_chance_deal_residential_plots_for_sale_in_bahria_town_karachi-47145368-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,4200000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0
Residential Plot 47131756,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_12_general_plot_ali_block-47131756-10022-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots,125.0,0.0,0.0,5500000.0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46737897,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_31_ready_to_sale_a_prime_location_residential_plot_125_square_yards_in_bahria_town_-_precinct_31_karachi-46737897-10045-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 31 Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Commercial Plot 40111817,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_jinnah_avenue_avenue_1_precinct_1_plot_30_series_allotment_in_hand-40111817-13847-2.html,Karachi Commercial Plots > Bahria Town Karachi Commercial Plots > Bahria Town - Jinnah Avenue Commercial Plots,133.0,0.0,0.0,55000000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1.0
Residential Plot 46737891,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_prime_location_bahria_town_-_precinct_16_residential_plot_sized_250_square_yards_for_sale-46737891-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,250.0,0.0,0.0,6500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47264153,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_47_get_in_touch_now_to_buy_a_residential_plot_in_bahria_paradise_-_precinct_47-47264153-12066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 47 Residential Plots,250.0,0.0,0.0,7000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47303420,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_54_prime_272_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47303420-12073-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 54 Residential Plots,272.0,0.0,0.0,6000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47194585,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_350_square_yards_plot_available_on_easy_installments_of_two_years_in_bahria_town_karachi_precinct_4-47194585-10013-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 4 Residential Plots,350.0,0.0,0.0,14000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47188218,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_centrally_located_residential_plot_in_bahria_town_-_precinct_32_is_available_for_sale-47188218-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,250.0,0.0,0.0,4000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46967103,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_precinct_6_street_38_with_allotment_ready_plot_is_available-46967103-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,272.0,0.0,0.0,7800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47184104,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_prime_location_250_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_32_karachi-47184104-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,250.0,0.0,0.0,4500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47264131,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_stunning_125_square_yards_residential_plot_in_bahria_town_-_precinct_15-a_available-47264131-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3400000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47295659,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_25-a_125_sq_yard_plot_available_for_sale_in_precinct_25-a_bahria_town_karachi-47295659-11732-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 25-A Residential Plots,125.0,0.0,0.0,2000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47279029,https://www.zameen.com/Property/bahria_town_karachi_bahria_hills_a_500_square_yards_residential_plot_has_landed_on_market_in_bahria_hills_of_karachi-47279029-13173-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Hills Residential Plots,500.0,0.0,0.0,13500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47246424,https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_-_precinct_11-b_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47246424-10021-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 11 Residential Plots > Bahria Town - Precinct 11-B Residential Plots,125.0,0.0,0.0,3500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47264181,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_a_perfect_residential_plot_awaits_you_in_bahria_town_-_precinct_15-a_karachi-47264181-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3400000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
